NAME,ICAO,IATA,SYNOP,LAT,LONG,ELEV,COUNTRY
IL PITTSFIELD      ,KPPQ,PPQ,     ,39.38N,090.47W,216,US
IL PONTIAC         ,KPNT,PNT,     ,40.55N,088.37W,201,US
IL QUINCY MUNI/BALD,KUIN,UIN,     ,39.57N,091.12W,234,US
IL RANTOUL         ,KTIP,TIP,     ,40.17N,088.09W,225,US
IL ROBINSON MUNI   ,KRSV,RSV,     ,39.01N,087.39W,141,US
IL ROCKFORD        ,KRFD,RFD,72543,42.12N,089.06W,221,US
IL ROCHELLE/KORITZ ,KRPJ,RPJ,     ,41.53N,089.05W,238,US
IL ROMEOVILLE/CHI  ,KLOT,LOT,     ,41.36N,088.06W,205,US
IL SALEM/LECKRONE  ,KSLO,SLO,     ,38.39N,088.58W,175,US
IL SAVANNA/TRITOWN ,KSFY,SFY,     ,42.03N,090.07W,188,US
IL SCOTT AFB/BELLEV,KBLV,BLV,     ,38.32N,089.50W,138,US
IL SPARTA          ,KSAR,SAR,     ,38.09N,089.42W,164,US
IL SPRINGFIELD     ,KSPI,SPI,72439,39.51N,089.41W,181,US
IL STERLING ROCKFAL,KSQI,SQI,     ,41.45N,089.40W,197,US
IL TAYLORVILLE     ,KTAZ,TAZ,     ,39.32N,089.20W,190,US
IL VANDALIA        ,KVLA,VLA,     ,38.59N,089.10W,164,US
IL WAUKEGAN        ,KUGN,UGN,     ,42.25N,087.52W,222,US
IL WINCHESTER PROFI,    ,WNC,74556,39.38N,090.28W,170,US
IL CHICAGO         ,KCHI,CHI,     ,42.00N,087.53W,203,US
IL GLENVIEW NAS    ,KNBU,NBU,     ,42.05N,087.49W,199,US
IL LINCOLN         ,K3LC,3LC,     ,40.10N,089.20W,182,US
IL RANTOUL         ,K2I5,2I5,     ,40.18N,088.09W,225,US
IL ROCHELLE/KORITZ ,K12C,12C,     ,41.53N,089.04W,238,US
IN ANDERSON MUNICIP,KAID,AID,     ,40.07N,085.37W,280,US
IN ANGOLA          ,KANQ,ANQ,     ,41.38N,085.05W,303,US
IN AUBURN DEKALB C ,KGWB,GWB,     ,41.18N,085.04W,269,US
IN BLOOMINGTON     ,KBMG,BMG,     ,39.09N,086.37W,257,US
IN COLUMBUS/BALKALA,KBAK,BAK,     ,39.16N,085.54W,200,US
IN CRAWFORDSVILLE  ,KCFJ,CFJ,     ,39.59N,086.55W,244,US
IN DAVIESS COUNTY  ,KDCY,DCY,     ,38.42N,087.08W,144,US
IN ELKHART MUNICIPA,KEKM,EKM,     ,41.43N,086.00W,237,US
IN EVANSVILLE      ,KEVV,EVV,72432,38.03N,087.31W,117,US
IN EVANSVILLE      ,KVWX,VWX,     ,38.16N,087.43W,190,US
IN FORT WAYNE      ,KFWA,FWA,72533,40.59N,085.11W,248,US
IN FRANKFORT       ,KFKR,FKR,     ,40.16N,086.34W,263,US
IN GARY REGIONAL   ,KGYY,GYY,     ,41.37N,087.25W,180,US
IN GOSHEN          ,KGSH,GSH,     ,41.32N,085.47W,252,US
IN GREENCASTLE     ,KGPC,GPC,     ,39.38N,086.49W,257,US
IN GRISSOM AFB/PERU,KGUS,GUS,     ,40.38N,086.09W,247,US
IN HIMSEL AAF      ,K1II,1II,     ,39.20N,086.02W,214,US
IN HUNTINGBURG     ,KHNB,HNB,     ,38.15N,086.57W,161,US
IN HUNTINGTON      ,KHHG,HHG,     ,40.51N,085.27W,246,US
IN INDIANAPOLIS    ,KEYE,EYE,     ,39.50N,086.18W,248,US
IN INDIANAPOLIS    ,KIND,IND,72438,39.43N,086.18W,241,US
IN INDIANAPOL/METRO,KUMP,UMP,     ,39.56N,086.03W,248,US
IN INDIANAPOL/ARTCC,KZID,ZID,     ,39.44N,086.17W,243,US
IN INDIANAPOLIS EXC,KTYQ,TYQ,     ,40.02N,086.15W,281,US
IN INDIANAPOLIS REG,KMQJ,MQJ,     ,39.51N,085.54W,263,US
IN INDIANAPOLIS    ,KHFY,HFY,     ,39.38N,086.05W,251,US
IN KENDALLVILLE    ,KC62,C62,     ,41.28N,085.16W,306,US
IN KNOX STARKE CTY ,KOXI,OXI,     ,41.20N,086.40W,209,US
IN KOKOMO          ,KOKK,OKK,     ,40.32N,086.04W,253,US
IN LAFAYETTE       ,KLAF,LAF,     ,40.25N,086.56W,182,US
IN LAFAYETTE VOR   ,KBVT,BVT,     ,40.34N,087.04W,182,US
IN LA PORTE        ,KPPO,PPO,     ,41.34N,086.44W,248,US
IN LOGANSPORT      ,KGGP,GGP,     ,40.43N,086.22W,225,US
IN MADISON         ,KIMS,IMS,     ,38.46N,085.28W,250,US
IN MARION MUNI     ,KMZZ,MZZ,     ,40.29N,085.41W,262,US
IN MICHIGAN CITY   ,KMGC,MGC,     ,41.42N,086.49W,200,US
IN MONTICELLO      ,KMCX,MCX,     ,40.43N,086.46W,250,US
IN MUNCIE          ,KMIE,MIE,     ,40.14N,085.24W,285,US
IN NINEVEH         ,KHBE,HBE,     ,39.21N,086.02W,216,US
IN NORTH WEBSTER   ,KIWX,IWX,     ,41.22N,085.42W,293,US
IN PLYMOUTH        ,KC65,C65,     ,41.22N,086.18W,244,US
IN POCKET CITY VOR ,KPXV,PXV,     ,37.56N,087.46W,117,US
IN RENSSELAER      ,KRZL,RZL,     ,40.57N,087.11W,213,US
IN RICHMOND        ,KRID,RID,     ,39.45N,084.51W,348,US
IN ROCHESTER       ,KRCR,RCR,     ,41.04N,086.11W,241,US
IN SHELBYVILLE     ,KGEZ,GEZ,     ,39.35N,085.48W,245,US
IN SOUTH BEND      ,KSBN,SBN,72535,41.42N,086.19W,237,US
IN TERRE HAUTE     ,KHUF,HUF,72437,39.27N,087.18W,179,US
IN TERRE HAUTE VOR ,KTTH,TTH,     ,39.29N,087.15W,179,US
IN VALPARAISO      ,KVPZ,VPZ,     ,41.27N,087.00W,231,US
IN WARSAW MUNI     ,KASW,ASW,     ,41.16N,085.50W,259,US
IN WOLCOTT PROFILER,    ,WLC,74466,40.49N,087.03W,212,US
IN BATESVILLE      ,KHLB,HLB,     ,39.21N,085.16W,200,US
IN GREENCASTLE     ,K4I7,4I7,     ,39.38N,086.49W,257,US
IN INDIANAPOLIS/EAG,KI14,I14,     ,39.50N,086.18W,251,US
IN JEFFERSON PRVG  ,    ,MDN,74468,38.50N,085.25W,266,US
IN SHELBYVILLE     ,K3SM,3SM,     ,39.35N,085.48W,245,US
KS ALMA/TOPEKA     ,KTWX,TWX,     ,39.00N,096.14W,417,US
KS AUGUSTA         ,K3AU,3AU,     ,37.40N,097.05W,416,US
KS BENTON          ,K1K1,1K1,     ,37.46N,097.07W,416,US
KS BURLINGTON      ,KUKL,UKL,     ,38.18N,095.44W,358,US
KS CHANUTE         ,KCNU,CNU,     ,37.40N,095.29W,297,US
KS COFFEYVILLE     ,KCFV,CFV,     ,37.05N,095.34W,225,US
KS CONCORDIA       ,KCNK,CNK,72458,39.33N,097.39W,447,US
KS DODGE CITY      ,KDDC,DDC,72451,37.46N,099.58W,789,US
KS EL DORADO       ,KEQA,EQA,     ,37.46N,096.49W,421,US
KS ELKHART         ,KEHA,EHA,72460,37.00N,101.54W,1099,US
KS EMPORIA         ,KEMP,EMP,     ,38.20N,096.12W,367,US
KS FORT LEAVENWORTH,KFLV,FLV,     ,39.22N,094.55W,235,US
KS FT RILEY/MARSHAL,KFRI,FRI,72455,39.02N,096.46W,325,US
KS GARDEN CITY     ,KGCK,GCK,     ,37.55N,100.43W,877,US
KS GARNETT         ,KK68,K68,     ,38.17N,095.13W,301,US
KS GOODLAND        ,KGLD,GLD,72465,39.22N,101.42W,1113,US
KS GREAT BEND      ,KGBD,GBD,     ,38.21N,098.52W,575,US
KS HARPER          ,K8K2,8K2,     ,37.17N,098.03W,445,US
KS HAVILAND PROFILE,KHVL,HVL,74541,37.39N,099.06W,648,US
KS HAYS MUNI       ,KHYS,HYS,     ,38.51N,099.16W,609,US
KS HILL CITY       ,KHLC,HLC,     ,39.22N,099.50W,669,US
KS HILLSBORO PROFIL,    ,HBR,74546,38.17N,097.17W,477,US
KS HILLSBORO       ,    ,   ,74547,38.37N,097.18W,477,US
KS HUTCHINSON      ,KHUT,HUT,     ,38.04N,097.52W,467,US
KS INDEPENDENCE    ,KIDP,IDP,     ,37.10N,095.47W,251,US
KS IOLA            ,KK88,K88,     ,37.52N,095.23W,310,US
KS JENNINGS        ,KJN8,JN8,     ,39.41N,100.18W,762,US
KS LAWRENCE        ,KLWC,LWC,     ,39.01N,095.13W,253,US
KS LEOTI/HOARD MEML,K3K7,3K7,     ,38.27N,101.21W,1007,US
KS LIBERAL         ,KLBL,LBL,     ,37.02N,100.58W,879,US
KS MANHATTAN       ,KMHK,MHK,     ,39.08N,096.41W,317,US
KS MARYSVILLE      ,KMYZ,MYZ,     ,39.51N,096.38W,392,US
KS MCCONNELL AFB   ,KIAB,IAB,     ,37.37N,097.16W,418,US
KS MEDICINE LODGE  ,KP28,P28,72452,37.17N,098.33W,469,US
KS NEODESHA PROFILE,    ,NDS,74542,37.22N,095.37W,255,US
KS NEW ALMELO      ,KAL8,AL8,     ,39.36N,100.07W,734,US
KS NEWTON          ,KEWK,EWK,     ,38.02N,097.16W,467,US
KS OLATHE/INDUSTRIA,KIXD,IXD,     ,38.49N,094.53W,342,US
KS OLATHE/EXECUTIVE,KOJC,OJC,     ,38.51N,094.44W,326,US
KS OSWEGO/VOR      ,KOSW,OSW,     ,37.09N,095.12W,283,US
KS OTTAWA          ,KOWI,OWI,     ,38.32N,095.15W,295,US
KS PARSONS         ,KPPF,PPF,     ,37.20N,095.30W,274,US
KS PITTSBURG       ,KPTS,PTS,     ,37.27N,094.44W,290,US
KS PRATT INDUST    ,KPTT,PTT,     ,37.42N,098.45W,595,US
KS RUSSELL         ,KRSL,RSL,     ,38.52N,098.49W,567,US
KS SALINA          ,KSLN,SLN,     ,38.47N,097.39W,385,US
KS SUBLETTE        ,K19S,19S,     ,37.30N,100.50W,888,US
KS TOPEKA/FORBES   ,KFOE,FOE,     ,38.56N,095.39W,320,US
KS TOPEKA          ,KTOP,TOP,72456,39.04N,095.38W,268,US
KS WAKEENEY        ,KWK6,WK6,     ,39.02N,099.53W,752,US
KS WICHITA         ,KICT,ICT,72450,37.39N,097.26W,407,US
KS WICHITA/JABARA  ,KAAO,AAO,     ,37.45N,097.13W,434,US
KS WICHITA/BEECH   ,KBEC,BEC,     ,37.42N,097.13W,430,US
KS WINFIELD/ARKANSA,KWLD,WLD,     ,37.10N,097.02W,350,US
KS ELKHART         ,K1K5,1K5,     ,37.00N,101.53W,1102,US
KS SMOKEY HILL GUN ,    ,   ,74545,38.39N,097.48W,422,US
KS WICHITA/JABARA  ,K3KM,3KM,     ,37.45N,097.13W,433,US
KS OBERLIN         ,KOIN,OIN,     ,39.50N,100.32W,824,US
KS SYRACUSE        ,K3K3,3K3,     ,38.00N,101.45W,1013,US
KS NORTON          ,KNRN,NRN,     ,39.51N,099.54W,727,US
KS TRIBUNE         ,KTRB,TRB,     ,38.27N,101.45W,1103,US
KS COLBY           ,KCBK,CBK,     ,39.26N,101.03W,971,US
KS GRINNELL        ,KGNL,GNL,     ,39.08N,100.37W,887,US
KS HOXIE           ,KHOX,HOX,     ,39.22N,100.26W,833,US
KS PHILLIPSBURG    ,KPHG,PHG,     ,39.44N,099.19W,582,US
KS HERNDON         ,KHD7,HD7,     ,39.55N,100.50W,814,US
KS LOGAN           ,KLG5,LG5,     ,39.40N,099.34W,597,US
KS ST FRANCIS      ,KSYF,SYF,     ,39.46N,101.48W,1025,US
KS ABILENE         ,KK78,K78,     ,38.54N,097.14W,352,US
KS ELLSWORTH       ,K9K7,9K7,     ,38.45N,098.14W,492,US
KS EUREKA          ,K13K,13K,     ,37.51N,096.18W,369,US
KS FORT SCOTT      ,KFSK,FSK,     ,37.48N,094.46W,280,US
KS HUGOTON         ,KHQG,HQG,     ,37.10N,101.22W,956,US
KS JOHNSON         ,KJHN,JHN,     ,37.35N,101.44W,1014,US
KS KINGMAN         ,K9K8,9K8,     ,37.40N,098.07W,490,US
KS MCPHERSON       ,KMPR,MPR,     ,38.21N,097.41W,457,US
KS OAKLEY          ,KOEL,OEL,     ,39.07N,100.49W,929,US
KS SCOTT CITY      ,KTQK,TQK,     ,38.28N,100.53W,904,US
KS SMITH CENTER    ,KK82,K82,     ,39.46N,098.48W,549,US
KS ULYSSES         ,KULS,ULS,     ,37.36N,101.22W,936,US
KS WELLINGTON      ,KEGT,EGT,     ,37.19N,097.23W,390,US
KS JOHNSON         ,K2K3,2K3,     ,37.35N,101.44W,1014,US
KY ASHLAND         ,KDWU,DWU,     ,38.33N,082.44W,167,US
KY BIG SANDY RGNL  ,KSJS,SJS,     ,37.45N,082.38W,372,US
KY BOWLING GREE    ,KBWG,BWG,     ,36.58N,086.25W,168,US
KY COVINGTON       ,KCVG,CVG,72421,39.03N,084.40W,269,US
KY DANVILLE        ,KDVK,DVK,     ,37.35N,084.46W,312,US
KY HOPKINTON/F CAMB,KHPX,HPX,     ,36.44N,087.17W,176,US
KY HOPKINSVILLE    ,KHOP,HOP,74671,36.40N,087.30W,174,US
KY ELIZABETH       ,KEKX,EKX,     ,37.43N,085.52W,230,US
KY FALMOUTH        ,KK62,K62,     ,38.42N,084.24W,274,US
KY FLEMINGSBURG    ,KFGX,FGX,     ,38.33N,083.45W,279,US
KY FORT KNOX/88D   ,KLVX,LVX,     ,37.59N,085.57W,219,US
KY FORT KNOX/GODMAN,KFTK,FTK,72424,37.53N,085.58W,230,US
KY FRANKFORT       ,KFFT,FFT,     ,38.11N,084.54W,236,US
KY GLASGOW         ,KGLW,GLW,     ,37.02N,085.57W,218,US
KY GREENVILLE      ,KM21,M21,     ,37.14N,087.09W,131,US
KY HARLAN          ,KI35,I35,     ,36.52N,083.22W,473,US
KY HENDERSON CITY  ,KEHR,EHR,     ,37.49N,087.40W,117,US
KY LEWISPORT       ,KKY8,KY8,     ,37.57N,086.51W,126,US
KY LEXINGTON       ,KLEX,LEX,72422,38.02N,084.36W,300,US
KY LONDON          ,KLOZ,LOZ,72329,37.05N,084.04W,362,US
KY LOUISVILLE      ,KSDF,SDF,72423,38.11N,085.44W,146,US
KY LOUISVILLE/BOWMN,KLOU,LOU,     ,38.13N,085.40W,164,US
KY LOUISVILLE/WFO  ,KLMK,LMK,     ,38.14N,085.40W,166,US
KY LOUISVILLE VOR  ,KIIU,IIU,     ,38.06N,085.35W,219,US
KY MADISONVILLE    ,K2I0,2I0,     ,37.21N,087.24W,134,US
KY MARION          ,K5M9,5M9,     ,37.20N,088.07W,199,US
KY MAYFIELD        ,KM25,M25,     ,36.46N,088.35W,160,US
KY MIDDLESBORO-BELL,K1A6,1A6,     ,36.37N,083.44W,352,US
KY MONTICELLO/WAYNE,KEKQ,EKQ,     ,36.51N,084.51W,294,US
KY MOREHEAD        ,KSYM,SYM,     ,38.13N,083.35W,313,US
KY MOUNT STERLING  ,KIOB,IOB,     ,38.03N,083.59W,311,US
KY MURRAY KYLE-OAK ,KCEY,CEY,     ,36.40N,088.22W,176,US
KY NOCTOR/JACKSON  ,KJKL,JKL,     ,37.36N,083.19W,416,US
KY OWENSBORO/DAVIES,KOWB,OWB,     ,37.43N,087.10W,124,US
KY PADUCAH         ,KPAH,PAH,72435,37.04N,088.46W,119,US
KY PIKEVILLE       ,KPBX,PBX,     ,37.34N,082.34W,449,US
KY RICHMOND/MADISON,KI39,I39,     ,37.38N,084.20W,306,US
KY SPRINGFIELD     ,K6I2,6I2,     ,37.38N,085.15W,266,US
KY SOMERSET        ,KSME,SME,     ,37.03N,084.37W,283,US
KY TOMPKINSVILLE   ,KTZV,TZV,     ,36.44N,085.39W,316,US
KY WILLIAMSBURG    ,KBYL,BYL,     ,36.48N,084.12W,359,US
KY HENDERSON CITY  ,KI26,I26,     ,37.49N,087.40W,117,US
KY MOREHEAD        ,KM97,M97,     ,38.13N,083.35W,313,US
KY PIKEVILLE (RAMOS,K5I3,5I3,72413,37.28N,082.31W,446,US
KY PRESTONBURG     ,KK22,K22,     ,37.45N,082.38W,372,US
LA ABBEVILLE CC MEM,KIYA,IYA,     ,29.59N,092.05W,5,US
LA ALEXANDRIA      ,KAEX,AEX,74754,31.20N,092.34W,27,US
LA ALEXANDRIA      ,KESF,ESF,     ,31.24N,092.17W,28,US
LA AMELIA/LAKE PALO,K7R3,7R3,     ,29.41N,091.05W,2,US
LA AUDUBON PARK    ,KAUD,AUD,     ,29.56N,090.08W,2,US
LA BARKSDALE AFB   ,KBAD,BAD,     ,32.30N,093.40W,51,US
LA BASTROP MOREHOUS,KBQP,BQP,     ,32.45N,091.53W,51,US
LA BATON ROUGE     ,KBTR,BTR,     ,30.32N,091.09W,21,US
LA BOGALUSA CARR F ,KBXA,BXA,     ,30.49N,089.52W,36,US
LA BOOTHVILLE      ,KBVE,BVE,72232,29.19N,089.24W,1,US
LA CAMERON HELIPORT,K7R5,7R5,     ,29.46N,093.17W,1,US
LA CHENAULT/LK CHAS,KCWF,CWF,     ,30.13N,093.09W,4,US
LA DEQUINCEY IND AR,K5R8,5R8,     ,30.26N,093.28W,24,US
LA DERIDDER/FSS    ,KDRI,DRI,     ,30.50N,093.20W,63,US
LA EUGENE IS 330   ,K3B6,3B6,     ,28.14N,091.41W,1,US
LA FORT POLK FR    ,KPOE,POE,72239,31.03N,093.12W,101,US
LA PEASON RIDG/POLK,KAQV,AQV,     ,31.24N,093.18W,111,US
LA FULLERTON/POLK  ,KBKB,BKB,     ,31.00N,092.55W,94,US
LA SELF STRIP/POLK ,KDNK,DNK,     ,31.07N,093.09W,114,US
LA FOURCHON (SAWRS),K9F2,9F2,     ,29.06N,090.12W,2,US
LA PORT FOURCHON   ,KXPY,XPY,     ,29.07N,090.12W,2,US
LA GALLIANO        ,KGAO,GAO,     ,29.27N,090.16W,1,US
LA GALLIANO HELIPRT,K2GL,2GL,     ,29.25N,090.18W,3,US
LA GRAND ISLE (SAWR,KAXO,AXO,99429,29.15N,089.58W,2,US
LA GRAND ISLE (VOR),KLEV,LEV,     ,29.11N,090.06W,2,US
LA GREEN CANYON 184,KXCN,XCN,     ,27.46N,091.31W,1,US
LA GREEN CANYON 52 ,K28K,28K,     ,27.53N,091.30W,1,US
LA HAMMOND         ,KHDC,HDC,     ,30.31N,090.25W,13,US
LA HIGH ISLAND 334A,KH02,H02,     ,28.06N,093.24W,30,US
LA HIGH IS. 264C   ,KH08,H08,     ,28.28N,093.44W,30,US
LA OFFSHORE        ,KH78,H78,     ,28.11N,088.29W,43,US
LA HOUMA TERREBONNE,KHUM,HUM,     ,29.34N,090.40W,3,US
LA INTRACOASTAL CIT,K7R4,7R4,     ,29.46N,092.07W,5,US
LA JENNINGS        ,K3R7,3R7,     ,30.15N,092.40W,7,US
LA LAFAYETTE       ,KLFT,LFT,     ,30.12N,092.00W,11,US
LA LAKE CHARLES    ,KLCH,LCH,72240,30.08N,093.13W,4,US
LA MANSFIELD       ,K3F3,3F3,     ,32.04N,093.46W,99,US
LA MINDEN          ,KMNE,MNE,     ,32.39N,093.18W,85,US
LA MONROE          ,KMLU,MLU,     ,32.31N,092.02W,29,US
LA NATCHITOCHES    ,KIER,IER,     ,31.44N,093.06W,37,US
LA NEW IBERIA      ,KARA,ARA,     ,30.02N,091.53W,18,US
LA NEW ORLEANS/LAKE,KNEW,NEW,     ,30.03N,090.02W,3,US
LA NEW ORLEANS NAS ,KNBG,NBG,     ,29.49N,090.01W,1,US
LA NEW ORLEANS/INTL,KMSY,MSY,72231,30.00N,090.15W,5,US
LA NEW ROADS       ,KHZR,HZR,     ,30.43N,091.29W,12,US
LA NEW O SUPERDOME ,KVSH,VSH,     ,29.57N,090.05W,5,US
LA NEW O HELIPORT  ,K7N0,7N0,     ,29.57N,090.05W,9,US
LA HARVEY/N ORLEANS,KHRV,HRV,     ,29.51N,090.00W,1,US
LA OAKDALE ALLEN P ,KACP,ACP,     ,30.45N,092.41W,33,US
LA OPELOUSAS       ,KOPL,OPL,     ,30.33N,092.06W,23,US
LA RESERVE         ,KAPS,APS,     ,30.05N,090.35W,3,US
LA RUSTON REGIONAL ,KRSN,RSN,     ,32.31N,092.35W,95,US
LA PATTERSON MEMORI,KPTN,PTN,     ,29.43N,091.19W,3,US
LA SALT POINT      ,KP92,P92,     ,29.34N,091.32W,1,US
LA SHIP SHOAL 207  ,KGSM,GSM,     ,28.32N,090.59W,1,US
LA SHREVEPORT/DWNTN,KDTN,DTN,     ,32.33N,093.45W,53,US
LA SHREVEPORT      ,KSHV,SHV,72248,32.27N,093.50W,83,US
LA SHREVEPORT(VOR) ,KEIC,EIC,     ,32.46N,093.49W,80,US
LA SLIDELL/88D     ,KLIX,LIX,72233,30.20N,089.50W,7,US
LA SLIDELL 22      ,KASD,ASD,     ,30.21N,089.49W,9,US
LA NEW ORLEANS RFC ,KORN,ORN,     ,30.15N,089.46W,3,US
LA S MARSH ISL 268 ,KSRN,SRN,     ,29.07N,091.52W,1,US
LA S MARSH ISLAND  ,K7R8,7R8,     ,28.18N,091.58W,1,US
LA SOUTH TIMBALIER ,KS58,S58,     ,28.31N,090.34W,1,US
LA SULPHUR         ,KUXL,UXL,     ,30.08N,093.23W,4,US
LA TALLULAH/VICKSBU,KTVR,TVR,     ,32.21N,091.02W,26,US
LA VENICE HELIPORT ,K1B7,1B7,     ,29.21N,089.26W,1,US
LA CAMERON         ,KCVW,CVW,     ,29.47N,093.18W,1,US
LA E. CAMERON 346  ,KE12,E12,     ,28.04N,092.42W,1,US
LA W. CAMERON 560  ,KW60,W60,     ,28.09N,093.21W,1,US
LA PHI OIL PLATF   ,KQT8,QT8,     ,27.32N,092.26W,1,US
LA PHI OIL PLATF   ,KQT9,QT9,     ,27.47N,090.38W,1,US
LA PHI OIL PLATF   ,K4CO,4CO,     ,29.47N,093.11W,1,US
LA PHI OIL PLATF   ,K4C0,4C0,     ,29.47N,093.11W,1,US
LA WINNFIELD PROFIL,    ,WNF,74753,31.53N,092.46W,93,US
LA ABBEVILLE CC MEM,K0R3,0R3,     ,29.59N,092.05W,5,US
LA ALEXANDRIA/AFB  ,K01R,01R,74755,31.08N,092.34W,67,US
LA BASTROP MOREHOUS,K2F8,2F8,     ,32.45N,091.53W,51,US
LA EUGENE IS. 266C ,K41I,41I,     ,28.28N,091.47W,31,US
LA GALLIANO        ,KL49,L49,     ,29.27N,090.16W,1,US
LA GARDEN BANKS 23 ,    ,   ,99447,27.22N,093.12W,1,US
LA GARDEN BANKS172 ,KGHB,GHB,     ,27.50N,091.59W,30,US
LA GONZALES        ,KREG,REG,     ,30.10N,090.56W,5,US
LA GRAND CHEINER   ,KL29,L29,     ,29.48N,092.50W,1,US
LA GONZALES        ,KL38,L38,     ,30.10N,090.56W,5,US
LA GREEN CANYON 184,KG01,G01,     ,27.54N,091.30W,1,US
LA HIGH ISLAND 511 ,K01T,01T,     ,28.08N,094.24W,30,US
LA HIGH IS. A572C  ,KH39,H39,     ,27.57N,093.59W,30,US
LA HIGH IS. A489B  ,KL40,L40,     ,28.12N,094.12W,30,US
LA LEEVILLE        ,K7R2,7R2,     ,29.13N,090.14W,1,US
LA MAIN PASS 133C  ,    ,   ,99444,29.24N,088.24W,1,US
LA MINDEN          ,KF24,F24,     ,32.39N,093.18W,85,US
LA MISS. CANYON    ,K1G7,1G7,     ,28.47N,089.03W,18,US
LA OAKDALE ALLEN P ,KL42,L42,     ,30.45N,092.41W,33,US
LA SHIP SHOAL 224A ,KS02,S02,     ,28.30N,091.18W,2,US
LA SHIP SHOAL 198G ,KS65,S65,     ,28.30N,091.12W,2,US
LA SLIDELL         ,K6R0,6R0,     ,30.21N,089.49W,8,US
LA SLIDELL         ,KSIL,SIL,     ,30.15N,089.46W,3,US
LA SOUTHLAND FIELD ,KL75,L75,     ,30.08N,093.22W,4,US
LA SOUTHWEST PASS  ,    ,   ,99401,28.54N,089.34W,1,US
LA S. PASS BLK 62A ,KH18,H18,     ,28.59N,089.08W,1,US
LA VENICE/HELIPORT ,K3V8,3V8,     ,29.07N,089.12W,80,US
LA VERMILLION      ,K7W2,7W2,     ,28.35N,092.28W,1,US
LA VERMILLION AREA ,KVRX,VRX,     ,28.03N,092.27W,1,US
LA VENICE          ,K7R1,7R1,     ,29.16N,089.22W,3,US
LA W. CAMERON 522  ,KW76,W76,     ,28.22N,093.30W,30,US
LA W. CAMERON 556  ,K37C,37C,     ,28.22N,093.30W,30,US
LA W. CAMERON 587  ,K7B5,7B5,     ,28.05N,093.12W,1,US
LA MAIN PASS 299   ,KMPM,MPM,     ,29.16N,088.46W,1,US
LA MISS CANYAN 807 ,KCYD,CYD,     ,28.10N,089.13W,1,US
LA INDEPEDENCE 920 ,KIPN,IPN,     ,28.05N,087.59W,41,US
LA MAGNOLIA OILP   ,KGBK,GBK,     ,27.12N,092.12W,59,US
LA SHIP SHOAL178   ,KSPR,SPR,     ,28.36N,091.12W,31,US
LA MISS CANYON 311A,KMDJ,MDJ,     ,28.39N,089.48W,31,US
LA E CAMERON278OILP,KEHC,EHC,     ,28.26N,092.53W,31,US
LA SABINE 13B  OILP,KVBS,VBS,     ,29.29N,093.38W,31,US
LA S MARSH268  OILP,KSCF,SCF,     ,29.07N,091.52W,8,US
LA VERMILLION26OILP,KVNP,VNP,     ,29.28N,092.22W,28,US
LA EUGENE I 215OILP,KEIR,EIR,     ,28.38N,091.29W,28,US
LA ATLANTIS    OILP,KATP,ATP,     ,27.12N,090.02W,62,US
LA E CAMERON 47JP  ,KCMB,CMB,     ,29.26N,092.59W,29,US
LA GREEN CANYON 338,KGRY,GRY,     ,27.38N,090.27W,58,US
LA HIGH IS. 179A   ,KXIH,XIH,     ,29.11N,094.31W,75,US
LA MAIN PASS 289C  ,KVKY,VKY,     ,29.15N,088.26W,32,US
LA MAIN PASS 140B  ,KMIS,MIS,     ,29.18N,088.51W,32,US
LA S TIMBALIER 301B,KSTZ,STZ,     ,28.10N,090.40W,25,US
LA VERMILION 331   ,KVQT,VQT,     ,28.16N,092.16W,25,US
LA MISS CANYON 474 ,KIKT,IKT,     ,28.31N,088.17W,25,US
LA KEATHLEY C 875  ,K18H,18H,     ,26.08N,092.02W,10,US
LA WALKER RIDGE 718,KJSL,JSL,     ,26.14N,095.15W,10,US
MA BEDFORD         ,KBED,BED,74490,42.28N,071.18W,50,US
MA BEVERLY         ,KBVY,BVY,     ,42.35N,070.55W,28,US
MA BLUE HILL OBS   ,    ,BHV,74992,41.13N,071.07W,192,US
MA BLUE HILL OBS   ,    ,BHV,74995,41.13N,071.07W,192,US
MA BOSTON          ,KBOS,BOS,72509,42.22N,071.01W,6,US
MA BOSTON/TAUNTON  ,KBOX,BOX,     ,41.57N,071.08W,36,US
MA BOSTON/RFC      ,KTAR,TAR,     ,41.57N,071.08W,36,US
MA CHATHAM         ,KCHH,CHH,74494,41.40N,069.58W,16,US
MA CHATHAM         ,    ,   ,74493,41.40N,069.58W,16,US
MA CHATHAM         ,KCQX,CQX,     ,41.41N,070.00W,19,US
MA CHICOPEE/WESTOVE,KCEF,CEF,74491,42.12N,072.31W,75,US
MA CHICOPEE/WESTOVE,    ,   ,72491,42.12N,072.31W,75,US
MA EAST MILTON     ,KMQE,MQE,     ,42.13N,071.07W,199,US
MA FALMOUTH/OTIS AB,KFMH,FMH,     ,41.38N,070.31W,40,US
MA FITCHBURG       ,KFIT,FIT,     ,42.33N,071.45W,103,US
MA HYANNIS         ,KHYA,HYA,     ,41.40N,070.16W,22,US
MA LAWRENCE        ,KLWM,LWM,     ,42.43N,071.08W,54,US
MA MARSHFIELD      ,KGHG,GHG,     ,42.06N,070.40W,4,US
MA MARTHAS VINEYARD,KMVY,MVY,     ,41.24N,070.37W,16,US
